HostName,File,Date,Method
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 18:52:16 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData//affe9320-5f68-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 18:54:35 GMT,POST
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData//b6cffd60-5f68-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 18:54:46 GMT,PUT
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/b6cffd60-5f68-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 18:55:26 GMT,DELETE
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/hello.txt,Tue, 08 Nov 2022 18:56:28 GMT,DELETE
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData//00b49936-5f69-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 18:56:50 GMT,POST
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/hello/901668b6-5f69-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 19:00:51 GMT,POST
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/hello/901668b6-5f69-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 19:01:23 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/hello/901668b6-5f69-11ed-a615-3b396ad487fd.json,Tue, 08 Nov 2022 19:01:43 GMT,HEAD
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:20:56 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:21:49 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:21:49 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:21:53 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:21:53 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:22:30 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:23:00 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:23:00 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:27:08 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:27:08 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:28:02 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:28:02 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:28:26 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:28:26 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:29:14 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:29:14 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/style.css,Tue, 08 Nov 2022 19:29:58 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:30:54 GMT,GET
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:31:01 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:38:16 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:40:24 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:47:42 GMT,GET
PostmanRuntime/7.29.2,/home/siddhesh/Documents/CN projects/PostData/index.html,Tue, 08 Nov 2022 19:47:52 GMT,GET
